record_id,snapshot_date,facility_id,facility_type,department,item_id,item_category,item_subcategory,criticality_level,unit_of_measure,shelf_life_days,avg_daily_usage_last_30d,avg_daily_usage_last_90d,usage_cv_last_90d,demand_trend,seasonal_demand_factor,recent_usage_spike,current_stock_on_hand,safety_stock_level,days_of_supply_on_hand,stock_as_pct_of_safety_level,reorder_point_days,days_until_next_scheduled_order,primary_vendor_id,vendor_reliability_score,contracted_lead_time_days,actual_avg_lead_time_last_6m,lead_time_variability_days,active_po_in_transit,backorder_frequency_last_12m,sole_source_item,substitution_available,facility_census_pct,pandemic_or_surge_flag,days_since_last_stockout,stockout_event
SC00034312,2024-11-12,FAC0198,Specialty Hospital,Med-Surg,ITEM00397,Surgical Supplies,Drapes & Gowns,Medium,Each,718,42.9,41.6,0.202,Stable,1.13,No,476,909,11.1,52.4,13.3,14,VND068,3.9,12,11.8,0.5,No,1,No,Yes,55.8,No,21,1
SC00034313,2022-08-08,FAC0165,Ambulatory Surgery Center,Operating Room,ITEM00261,IV & Fluids,TPN Components,Medium,Roll,254,30.1,34.3,0.554,Stable,1.19,No,1312,375,43.6,349.9,7.2,7,VND011,4.0,6,6.1,0.1,Yes,1,No,No,75.9,No,5,0
SC00034314,2022-08-24,FAC0006,Ambulatory Surgery Center,Operating Room,ITEM00409,Surgical Supplies,Drapes & Gowns,Medium,Case,1048,75.4,109.0,0.102,Decreasing,0.87,No,927,1943,12.3,47.7,16.3,7,VND023,2.5,12,10.5,4.8,Yes,0,No,No,53.6,No,152,0
SC00034315,2022-02-23,FAC0111,Acute Care Hospital,Laboratory,ITEM00042,Surgical Supplies,Sponges & Gauze,Low,Bag,823,46.4,48.1,0.171,Stable,0.85,No,46,265,1.0,17.4,3.7,7,VND057,3.1,2,2.0,0.7,Yes,2,No,No,78.9,No,15,0
SC00034316,2024-04-11,FAC0095,Ambulatory Surgery Center,Pre/Post-Op,ITEM00397,Surgical Supplies,Drapes & Gowns,Medium,Each,718,68.9,54.9,0.042,Stable,1.01,No,3776,1421,54.8,265.7,14.3,21,VND080,4.6,12,11.6,1.7,No,1,No,Yes,61.2,No,173,0
SC00034317,2022-12-16,FAC0072,Acute Care Hospital,Med-Surg,ITEM00211,Wound Care,Primary Dressings,Medium,Box,565,14.7,16.6,0.134,Stable,0.98,No,694,200,47.2,347.0,9.5,7,VND030,3.1,7,7.5,1.0,No,1,No,No,78.6,No,26,0
SC00034318,2022-03-11,FAC0197,Outpatient Clinic,Outpatient Pharmacy,ITEM00261,IV & Fluids,TPN Components,Medium,Roll,254,11.1,12.5,0.179,Increasing,1.17,No,162,359,14.6,45.1,27.6,14,VND051,3.8,18,23.3,3.3,Yes,1,No,No,46.2,No,32,0
SC00034319,2022-07-15,FAC0019,Acute Care Hospital,Med-Surg,ITEM00236,Surgical Supplies,Sutures & Staples,Medium,Pair,1253,76.1,63.3,0.325,Stable,1.01,No,1842,1492,24.2,123.5,10.7,21,VND024,3.1,10,9.6,0.1,No,0,No,Yes,92.4,No,26,0
SC00034320,2021-03-11,FAC0048,Acute Care Hospital,Labor & Delivery,ITEM00343,IV & Fluids,Crystalloid Solutions,Medium,Each,578,29.1,25.2,0.318,Increasing,0.91,No,189,304,6.5,62.2,7.4,7,VND030,3.1,7,6.0,0.4,No,1,Yes,No,82.1,Yes,126,0
SC00034321,2024-04-09,FAC0039,Ambulatory Surgery Center,Operating Room,ITEM00261,IV & Fluids,TPN Components,Medium,Roll,254,28.7,20.4,0.258,Increasing,1.15,Yes,55,176,1.9,31.2,5.3,7,VND031,3.9,4,3.6,0.7,Yes,0,No,No,43.8,No,209,1
SC00034322,2021-12-29,FAC0145,Ambulatory Surgery Center,Operating Room,ITEM00303,Wound Care,Adhesives,Medium,Each,967,16.4,13.4,0.169,Stable,1.01,Yes,1146,470,69.9,243.8,25.2,7,VND015,3.4,27,22.8,1.4,No,3,No,No,24.1,No,52,0
SC00034323,2021-07-06,FAC0195,Ambulatory Surgery Center,Operating Room,ITEM00337,Wound Care,Primary Dressings,Medium,Each,1163,18.5,12.1,0.445,Stable,0.91,No,250,77,13.5,324.7,7.1,1,VND054,3.4,5,5.2,0.9,No,0,No,Yes,20.0,No,31,0
SC00034324,2021-04-06,FAC0074,Long-Term Care,Emergency Department,ITEM00009,Medications,Controlled Substances,High,Each,55,23.7,16.5,0.167,Increasing,1.2,No,884,820,37.3,107.8,32.1,21,VND013,3.8,25,28.9,1.2,Yes,1,No,Yes,40.2,No,172,1
SC00034325,2023-12-05,FAC0139,Specialty Hospital,Sterile Processing,ITEM00016,Medications,Controlled Substances,High,Each,448,14.2,11.0,0.366,Decreasing,0.9,No,474,323,33.4,146.7,19.6,14,VND073,4.4,14,17.3,0.3,Yes,0,No,No,87.7,No,98,1
SC00034326,2024-06-18,FAC0195,Ambulatory Surgery Center,Operating Room,ITEM00236,Surgical Supplies,Sutures & Staples,Medium,Pair,1253,7.4,8.1,0.317,Stable,1.07,No,263,256,35.5,102.7,31.9,7,VND021,3.4,24,30.9,0.0,No,0,No,Yes,73.1,No,79,0
SC00034327,2022-12-23,FAC0021,Acute Care Hospital,Emergency Department,ITEM00128,Lab Consumables,PCR Consumables,High,Box,30,53.9,49.6,0.637,Decreasing,0.95,Yes,782,1250,14.5,62.6,15.7,14,VND028,4.1,11,12.2,1.5,Yes,3,No,Yes,56.0,No,99,0
SC00034328,2021-09-24,FAC0197,Outpatient Clinic,Outpatient Pharmacy,ITEM00430,Implants & Prosthetics,Ophthalmic,Medium,Each,1875,9.7,8.5,0.156,Increasing,1.21,No,95,195,9.8,48.7,7.8,28,VND022,4.9,6,5.4,1.4,No,2,Yes,No,72.1,No,416,0
SC00034329,2023-12-22,FAC0093,Specialty Hospital,Emergency Department,ITEM00228,Surgical Supplies,Drapes & Gowns,Medium,Each,657,45.7,42.8,0.181,Stable,0.88,No,969,689,21.2,140.6,13.1,14,VND035,3.4,7,7.9,4.2,Yes,0,No,No,73.0,No,49,0
SC00034330,2023-08-07,FAC0030,Acute Care Hospital,Med-Surg,ITEM00129,Medications,Oral Medications,Medium,Case,239,9.1,8.1,0.025,Increasing,1.03,No,455,79,50.0,575.9,6.5,7,VND054,3.4,5,4.5,1.0,No,0,No,No,82.4,No,42,0
SC00034331,2023-07-26,FAC0007,Acute Care Hospital,Med-Surg,ITEM00374,IV & Fluids,Crystalloid Solutions,High,Vial,199,17.4,23.3,0.247,Decreasing,0.95,No,101,245,5.8,41.2,8.4,7,VND018,3.0,4,4.4,2.0,Yes,2,No,No,60.0,No,100,0
SC00034332,2022-01-19,FAC0024,Ambulatory Surgery Center,Operating Room,ITEM00210,Medications,Oral Medications,Medium,Each,330,12.0,13.3,0.324,Stable,0.99,No,740,291,61.7,254.3,14.6,14,VND080,4.6,12,13.1,0.5,No,2,Yes,No,51.2,No,38,0
SC00034333,2024-09-03,FAC0150,Acute Care Hospital,Operating Room,ITEM00325,Surgical Supplies,Sutures & Staples,Medium,Case,1016,18.0,15.7,0.327,Stable,1.08,No,76,515,4.2,14.8,24.2,7,VND013,3.8,25,22.9,0.3,Yes,0,No,Yes,79.2,No,37,0
SC00034334,2023-03-29,FAC0162,Acute Care Hospital,Med-Surg,ITEM00009,Medications,Controlled Substances,High,Each,55,30.8,27.7,0.229,Stable,1.14,No,1155,388,37.5,297.7,5.7,14,VND081,3.2,3,3.0,0.7,Yes,1,No,Yes,56.3,No,20,0
SC00034335,2024-10-10,FAC0052,Outpatient Clinic,Procedure Room,ITEM00135,Lab Consumables,PCR Consumables,Medium,Vial,85,43.9,64.5,0.145,Stable,1.02,No,926,630,21.1,147.0,6.1,7,VND054,3.4,5,4.5,0.6,Yes,0,No,No,57.7,No,13,0
SC00034336,2024-12-03,FAC0067,Acute Care Hospital,Pharmacy,ITEM00347,IV & Fluids,Crystalloid Solutions,Critical,Case,565,23.2,27.4,0.446,Stable,1.12,No,1622,1208,69.9,134.3,25.3,7,VND019,4.4,21,22.0,0.3,No,2,No,No,56.4,No,143,0
SC00034337,2022-10-05,FAC0130,Acute Care Hospital,Operating Room,ITEM00128,Lab Consumables,PCR Consumables,High,Box,30,57.4,55.6,0.195,Increasing,0.91,No,166,584,2.9,28.4,6.1,7,VND034,3.5,4,3.6,0.5,Yes,1,No,Yes,86.0,No,30,0
SC00034338,2023-09-11,FAC0014,Specialty Hospital,Med-Surg,ITEM00359,PPE,Protective Gowns,Low,Box,1561,74.8,53.4,0.195,Increasing,1.11,No,3822,400,51.1,955.5,7.6,7,VND034,3.5,4,4.6,2.0,No,0,No,Yes,56.7,No,75,0
SC00034339,2022-09-29,FAC0145,Ambulatory Surgery Center,Pre/Post-Op,ITEM00347,IV & Fluids,Crystalloid Solutions,Critical,Case,565,108.8,108.6,0.295,Increasing,1.2,No,609,1955,5.6,31.2,7.3,14,VND081,3.2,3,3.3,1.0,No,0,No,No,74.0,No,27,1
SC00034340,2023-09-28,FAC0124,Specialty Hospital,Emergency Department,ITEM00355,PPE,Eye Protection,Low,Box,686,42.0,38.6,0.115,Stable,1.07,No,294,425,7.0,69.2,5.2,14,VND034,3.5,4,3.9,0.3,No,0,No,No,28.9,No,16,1
SC00034341,2023-09-27,FAC0197,Outpatient Clinic,Nursing Station,ITEM00189,Surgical Supplies,Sponges & Gauze,Medium,Case,933,40.9,40.0,0.214,Stable,0.94,No,2294,966,56.1,237.5,17.7,14,VND073,4.4,14,14.8,1.9,No,1,No,Yes,36.2,No,15,0
SC00034342,2024-11-21,FAC0072,Acute Care Hospital,Operating Room,ITEM00293,IV & Fluids,Crystalloid Solutions,Critical,Box,227,21.0,21.3,0.205,Stable,1.21,Yes,52,422,2.5,12.3,10.1,14,VND074,3.7,4,3.8,3.3,Yes,0,No,Yes,74.6,No,399,0
SC00034343,2022-01-14,FAC0111,Acute Care Hospital,Labor & Delivery,ITEM00271,PPE,Eye Protection,Low,Each,219,158.6,157.0,0.22,Increasing,1.12,No,428,4318,2.7,9.9,24.6,7,VND021,3.4,24,22.2,1.4,Yes,0,No,Yes,45.3,No,114,0
SC00034344,2021-11-18,FAC0046,Acute Care Hospital,Laboratory,ITEM00276,Surgical Supplies,Needles & Syringes,Low,Vial,945,19.5,17.8,0.218,Stable,0.95,No,99,498,5.1,19.9,19.3,14,VND019,4.4,21,18.2,0.1,Yes,0,No,No,67.5,No,33,0
SC00034345,2024-07-09,FAC0111,Acute Care Hospital,Med-Surg,ITEM00018,Lab Consumables,Collection Tubes,High,Vial,235,94.5,112.3,0.14,Decreasing,0.91,No,614,3066,6.5,20.0,23.2,3,VND020,2.6,18,13.7,7.5,Yes,1,No,Yes,82.3,No,493,0
SC00034346,2023-11-22,FAC0197,Outpatient Clinic,Outpatient Pharmacy,ITEM00425,Medications,Oral Medications,High,Case,507,11.4,13.8,0.267,Stable,1.07,No,217,367,19.0,59.1,17.9,14,VND080,4.6,12,15.8,0.1,Yes,0,No,No,62.4,No,120,0
SC00034347,2022-06-09,FAC0075,Acute Care Hospital,Operating Room,ITEM00008,Surgical Supplies,Sutures & Staples,High,Box,409,24.5,18.7,0.219,Stable,1.03,No,105,314,4.3,33.4,7.5,14,VND054,3.4,5,5.0,0.5,Yes,1,No,Yes,94.1,No,127,0
SC00034348,2023-08-09,FAC0021,Acute Care Hospital,Med-Surg,ITEM00149,Surgical Supplies,Sutures & Staples,Medium,Case,988,24.0,23.4,0.089,Stable,0.86,Yes,425,242,17.7,175.6,4.4,14,VND057,3.1,2,2.3,1.1,Yes,1,No,Yes,68.6,No,184,0
SC00034349,2021-11-08,FAC0198,Specialty Hospital,Operating Room,ITEM00273,Implants & Prosthetics,Cardiovascular Implants,High,Case,1504,5.1,4.6,0.248,Stable,1.0,No,86,229,16.9,37.6,29.0,21,VND013,3.8,25,26.9,0.1,Yes,0,No,No,72.0,No,24,0
SC00034350,2024-02-28,FAC0030,Acute Care Hospital,Pharmacy,ITEM00065,Surgical Supplies,Needles & Syringes,Medium,Case,182,48.8,44.0,0.033,Stable,1.05,No,834,278,17.1,300.0,3.9,7,VND057,3.1,2,2.2,0.7,No,0,No,Yes,56.6,No,2,0
SC00034351,2023-05-26,FAC0145,Ambulatory Surgery Center,Sterile Processing,ITEM00187,IV & Fluids,Crystalloid Solutions,Critical,Box,173,32.1,25.4,0.669,Increasing,1.05,No,1290,411,40.2,313.9,5.4,14,VND057,3.1,2,1.9,0.5,No,1,No,No,55.3,No,2,0
SC00034352,2023-03-20,FAC0046,Acute Care Hospital,Pharmacy,ITEM00232,Surgical Supplies,Sutures & Staples,High,Case,667,28.6,27.5,0.562,Stable,0.88,No,57,1059,2.0,5.4,26.8,7,VND021,3.4,24,23.8,1.0,No,2,No,No,74.6,No,110,1
SC00034353,2024-07-19,FAC0016,Ambulatory Surgery Center,Operating Room,ITEM00240,Wound Care,Negative Pressure Therapy,Low,Roll,109,22.6,25.2,0.653,Decreasing,0.94,No,1268,441,56.1,287.5,16.4,7,VND073,4.4,14,13.8,1.6,No,0,No,Yes,70.3,No,33,0
SC00034354,2022-07-11,FAC0119,Specialty Hospital,Laboratory,ITEM00207,Medications,IV Medications,High,Box,372,22.0,21.0,0.211,Stable,0.88,Yes,150,309,6.8,48.5,11.1,7,VND030,3.1,7,7.6,1.5,Yes,2,Yes,No,64.0,No,111,1
SC00034355,2023-07-28,FAC0063,Long-Term Care,Operating Room,ITEM00268,Wound Care,Negative Pressure Therapy,Medium,Case,731,33.8,37.9,0.344,Stable,0.96,No,2275,370,67.3,614.9,10.1,7,VND041,3.1,5,4.8,4.3,No,0,No,Yes,64.4,No,7,0
SC00034356,2023-06-20,FAC0021,Acute Care Hospital,Operating Room,ITEM00423,Surgical Supplies,Needles & Syringes,High,Roll,622,64.6,48.7,0.214,Stable,0.97,No,71,614,1.1,11.6,5.9,14,VND057,3.1,2,2.0,1.9,Yes,1,No,Yes,53.2,No,172,0
SC00034357,2023-11-15,FAC0064,Ambulatory Surgery Center,Operating Room,ITEM00358,Surgical Supplies,Drapes & Gowns,High,Each,1193,44.6,52.5,0.341,Stable,0.92,No,134,1396,3.0,9.6,18.9,14,VND023,2.5,12,15.0,1.9,No,0,No,No,33.0,No,219,1
SC00034358,2023-10-31,FAC0017,Specialty Hospital,Med-Surg,ITEM00049,Surgical Supplies,Sponges & Gauze,High,Box,648,49.1,59.1,0.259,Decreasing,0.77,No,1296,1117,26.4,116.0,15.6,7,VND032,3.6,10,11.3,2.3,Yes,0,No,No,76.3,No,141,0
SC00034359,2021-09-30,FAC0059,Long-Term Care,Med-Surg,ITEM00080,IV & Fluids,Irrigation Solutions,Medium,Case,274,26.8,21.3,0.286,Stable,1.08,No,807,318,30.1,253.8,9.7,14,VND046,4.2,6,7.7,1.0,No,0,No,Yes,50.9,No,161,0
SC00034360,2024-08-28,FAC0142,Acute Care Hospital,Operating Room,ITEM00441,Medications,IV Medications,High,Roll,276,8.5,7.8,0.092,Stable,1.15,No,38,120,4.5,31.7,6.5,14,VND034,3.5,4,4.5,0.0,Yes,1,No,Yes,62.8,No,105,0
SC00034361,2022-08-01,FAC0018,Long-Term Care,Med-Surg,ITEM00015,PPE,Eye Protection,High,Bag,1092,89.3,116.0,0.113,Stable,0.98,No,848,3979,9.5,21.3,18.4,21,VND073,4.4,14,14.7,1.7,No,2,No,Yes,49.2,No,223,1
SC00034362,2022-04-07,FAC0024,Ambulatory Surgery Center,Operating Room,ITEM00441,Medications,IV Medications,High,Roll,276,9.3,7.1,0.285,Stable,1.01,No,321,184,34.5,174.5,28.3,1,VND020,2.6,18,25.0,1.3,Yes,0,No,Yes,56.5,No,67,0
SC00034363,2022-02-03,FAC0075,Acute Care Hospital,Med-Surg,ITEM00374,IV & Fluids,Crystalloid Solutions,High,Vial,199,18.7,21.7,0.118,Stable,0.95,Yes,417,547,22.3,76.2,7.8,28,VND034,3.5,4,4.5,1.3,No,2,No,No,68.2,No,6,0
SC00034364,2023-07-10,FAC0131,Specialty Hospital,ICU,ITEM00160,Medications,Oral Medications,Medium,Each,616,13.2,17.4,0.272,Stable,0.93,No,932,380,70.6,245.3,19.8,14,VND023,2.5,12,15.7,3.1,No,0,No,Yes,73.8,No,128,0
SC00034365,2023-07-28,FAC0097,Long-Term Care,Sterile Processing,ITEM00186,PPE,Eye Protection,High,Box,1168,106.7,133.3,0.252,Stable,1.14,No,598,2613,5.6,22.9,11.1,14,VND059,3.2,7,7.3,1.8,Yes,4,No,Yes,52.5,No,72,0
SC00034366,2024-11-29,FAC0150,Acute Care Hospital,Med-Surg,ITEM00299,PPE,Eye Protection,Low,Vial,637,67.0,63.7,0.161,Stable,1.08,No,757,701,11.3,108.0,6.4,14,VND034,3.5,4,4.6,0.8,No,1,No,Yes,51.4,No,13,0
SC00034367,2021-01-08,FAC0126,Acute Care Hospital,Operating Room,ITEM00033,Medications,Biologics & Specialty,Critical,Bag,465,24.6,29.6,0.206,Stable,0.98,No,785,1119,31.9,70.2,10.3,28,VND059,3.2,7,6.6,0.7,No,0,No,No,56.8,No,135,0
SC00034368,2023-01-31,FAC0111,Acute Care Hospital,Emergency Department,ITEM00161,Medications,IV Medications,Critical,Case,364,14.4,10.8,0.115,Decreasing,0.87,Yes,29,622,2.0,4.7,27.4,14,VND013,3.8,25,23.2,1.2,Yes,2,Yes,No,29.1,No,351,1
SC00034369,2022-02-11,FAC0142,Acute Care Hospital,Med-Surg,ITEM00281,Surgical Supplies,Sponges & Gauze,High,Box,884,24.6,20.8,0.297,Increasing,1.1,No,517,626,21.0,82.6,23.3,7,VND020,2.6,18,21.1,0.2,Yes,1,No,No,56.1,No,65,0
SC00034370,2024-06-13,FAC0191,Acute Care Hospital,Pharmacy,ITEM00418,IV & Fluids,TPN Components,High,Box,473,25.0,27.3,0.247,Stable,1.07,No,32,325,1.3,9.8,8.9,7,VND064,4.5,5,4.9,2.0,Yes,0,No,No,57.6,No,114,0
SC00034371,2023-04-27,FAC0057,Ambulatory Surgery Center,Pre/Post-Op,ITEM00309,PPE,Masks & Respirators,High,Each,653,60.9,54.5,0.147,Stable,1.15,No,2576,1144,42.3,225.2,12.3,14,VND050,3.0,8,9.9,0.4,No,0,No,Yes,49.9,No,86,0
SC00034372,2024-08-19,FAC0067,Acute Care Hospital,Oncology,ITEM00082,Medications,Biologics & Specialty,High,Each,404,15.4,15.4,0.057,Stable,1.06,Yes,408,162,26.5,251.9,10.4,7,VND018,3.0,4,4.7,3.7,No,0,No,No,87.5,No,162,0
SC00034373,2023-12-07,FAC0191,Acute Care Hospital,Emergency Department,ITEM00144,Surgical Supplies,Needles & Syringes,Medium,Vial,184,87.1,71.1,0.251,Decreasing,0.82,No,549,1349,6.3,40.7,15.2,7,VND045,4.3,13,14.1,0.1,No,1,No,No,68.8,No,41,0
SC00034374,2022-01-25,FAC0021,Acute Care Hospital,Laboratory,ITEM00113,Surgical Supplies,Drapes & Gowns,Low,Case,1070,73.1,68.9,0.379,Stable,0.86,No,1257,1206,17.2,104.2,15.3,7,VND073,4.4,14,13.8,0.5,No,0,No,No,52.3,No,47,0
SC00034375,2022-10-28,FAC0166,Long-Term Care,Sterile Processing,ITEM00354,Medications,Oral Medications,High,Each,345,116.0,152.2,0.547,Stable,1.15,No,5220,3516,45.0,148.5,9.5,21,VND042,4.4,6,6.4,1.1,Yes,1,No,Yes,52.9,No,32,0
SC00034376,2022-02-21,FAC0024,Ambulatory Surgery Center,Operating Room,ITEM00206,Surgical Supplies,Sutures & Staples,Low,Box,787,26.0,21.5,0.209,Stable,1.04,No,213,226,8.2,94.2,14.2,7,VND030,3.1,7,6.9,6.3,No,2,No,Yes,43.5,No,40,0
SC00034377,2021-02-03,FAC0124,Specialty Hospital,Pharmacy,ITEM00425,Medications,Oral Medications,High,Case,507,10.6,11.7,0.194,Stable,1.02,No,113,524,10.7,21.6,27.0,28,VND020,2.6,18,20.2,4.8,No,1,No,No,54.4,No,28,1
SC00034378,2022-09-27,FAC0126,Acute Care Hospital,Med-Surg,ITEM00008,Surgical Supplies,Sutures & Staples,High,Box,409,12.9,13.2,0.248,Stable,1.14,No,152,480,11.8,31.7,19.0,28,VND080,4.6,12,12.4,4.6,No,2,No,Yes,49.1,No,63,1
SC00034379,2023-11-10,FAC0145,Ambulatory Surgery Center,Sterile Processing,ITEM00399,Lab Consumables,PCR Consumables,Medium,Box,82,41.0,49.3,0.282,Increasing,1.04,No,685,709,16.7,96.6,12.7,7,VND084,4.0,9,11.6,0.1,No,0,No,Yes,33.7,No,129,0
SC00034380,2023-02-02,FAC0145,Ambulatory Surgery Center,Operating Room,ITEM00447,Wound Care,Negative Pressure Therapy,Low,Case,443,8.8,7.8,0.061,Stable,0.99,No,136,191,15.4,71.2,28.2,7,VND019,4.4,21,21.8,5.4,Yes,1,No,Yes,66.9,No,225,0
SC00034381,2024-05-30,FAC0198,Specialty Hospital,Sterile Processing,ITEM00399,Lab Consumables,PCR Consumables,Medium,Box,82,77.6,89.5,0.271,Decreasing,0.9,No,5587,2367,72.0,236.0,12.5,28,VND026,4.3,9,11.0,0.5,Yes,1,No,Yes,76.1,No,58,0
SC00034382,2024-07-18,FAC0124,Specialty Hospital,Laboratory,ITEM00146,Surgical Supplies,Needles & Syringes,Medium,Each,635,39.0,34.5,0.348,Stable,0.98,No,172,555,4.4,31.0,9.2,14,VND066,3.7,7,7.4,0.8,Yes,2,No,Yes,70.8,No,8,0
SC00034383,2022-07-18,FAC0110,Acute Care Hospital,Pharmacy,ITEM00308,IV & Fluids,Blood Products,High,Box,354,17.6,16.4,0.376,Decreasing,0.89,No,185,310,10.5,59.7,15.5,7,VND024,3.1,10,8.7,4.8,Yes,0,No,Yes,69.5,No,103,1
SC00034384,2023-12-22,FAC0145,Ambulatory Surgery Center,Sterile Processing,ITEM00018,Lab Consumables,Collection Tubes,High,Vial,235,22.9,22.4,0.095,Stable,0.97,No,21,345,0.9,6.1,7.2,14,VND031,3.9,4,4.6,0.6,Yes,1,No,Yes,69.8,No,218,0
SC00034385,2022-10-13,FAC0093,Specialty Hospital,Med-Surg,ITEM00206,Surgical Supplies,Sutures & Staples,Low,Box,787,27.4,30.8,0.156,Increasing,0.93,No,743,323,27.1,230.0,9.4,7,VND012,4.2,7,6.9,1.5,No,0,No,Yes,75.0,No,3,0
SC00034386,2023-12-20,FAC0145,Ambulatory Surgery Center,Operating Room,ITEM00239,Surgical Supplies,Sutures & Staples,High,Case,410,51.9,41.5,0.229,Increasing,1.18,No,2315,842,44.6,274.9,14.9,7,VND055,4.1,11,11.4,1.5,No,1,No,Yes,34.9,No,143,0
SC00034387,2022-07-27,FAC0059,Long-Term Care,Pharmacy,ITEM00132,Surgical Supplies,Drapes & Gowns,Low,Vial,723,28.9,37.9,0.271,Stable,1.03,Yes,269,948,9.3,28.4,14.8,28,VND078,4.1,11,13.4,0.4,Yes,0,No,No,83.0,No,597,1
SC00034388,2024-12-31,FAC0198,Specialty Hospital,Sterile Processing,ITEM00320,PPE,Masks & Respirators,Low,Each,1266,30.3,41.8,0.503,Stable,0.95,No,1027,1150,33.9,89.3,32.0,7,VND021,3.4,24,29.1,1.9,Yes,1,No,Yes,51.6,No,78,0
SC00034389,2024-04-12,FAC0197,Outpatient Clinic,Outpatient Pharmacy,ITEM00125,Lab Consumables,Reagents & Test Kits,High,Each,30,101.5,104.7,0.297,Decreasing,0.77,Yes,751,1246,7.4,60.3,6.8,7,VND041,3.1,5,4.8,0.0,Yes,0,No,No,36.3,No,126,0
SC00034390,2022-01-11,FAC0181,Acute Care Hospital,Operating Room,ITEM00123,IV & Fluids,Blood Products,Critical,Pair,644,39.6,53.3,0.716,Stable,1.02,No,127,528,3.2,24.1,11.0,3,VND034,3.5,4,4.7,3.3,Yes,1,No,Yes,60.0,No,48,1
SC00034391,2022-09-19,FAC0067,Acute Care Hospital,Sterile Processing,ITEM00099,Medications,IV Medications,Critical,Pair,280,19.9,28.3,0.376,Increasing,1.02,No,191,458,9.6,41.7,6.5,14,VND057,3.1,2,2.3,1.2,No,0,No,No,44.3,No,22,0
SC00034392,2024-08-13,FAC0001,Acute Care Hospital,Operating Room,ITEM00373,Wound Care,Negative Pressure Therapy,Low,Box,1215,7.6,5.3,0.104,Stable,0.88,No,203,111,26.7,182.9,13.7,14,VND073,4.4,14,12.4,0.3,No,3,No,No,64.5,No,44,0
SC00034393,2023-11-24,FAC0075,Acute Care Hospital,Emergency Department,ITEM00444,PPE,Protective Gowns,Medium,Bag,1898,109.1,121.7,0.503,Increasing,1.09,No,796,3779,7.3,21.1,14.9,28,VND079,3.3,13,13.2,0.7,Yes,1,Yes,No,59.4,No,3,0
SC00034394,2022-01-25,FAC0017,Specialty Hospital,Operating Room,ITEM00427,Medications,IV Medications,Critical,Vial,230,9.5,11.1,0.203,Stable,0.95,No,11,360,1.2,3.1,14.5,14,VND078,4.1,11,11.0,0.5,Yes,0,No,Yes,58.1,No,26,1
SC00034395,2023-09-14,FAC0195,Ambulatory Surgery Center,Operating Room,ITEM00308,IV & Fluids,Blood Products,High,Box,354,10.5,10.6,0.113,Increasing,1.18,No,1035,208,98.6,497.6,10.0,14,VND030,3.1,7,7.0,1.0,Yes,0,No,Yes,83.1,No,23,0
SC00034396,2023-12-11,FAC0130,Acute Care Hospital,Emergency Department,ITEM00412,IV & Fluids,Crystalloid Solutions,Critical,Case,30,10.7,10.4,0.173,Stable,0.76,No,29,393,2.7,7.4,17.0,14,VND073,4.4,14,13.3,0.7,Yes,0,No,No,74.5,No,200,1
SC00034397,2023-02-23,FAC0197,Outpatient Clinic,Outpatient Pharmacy,ITEM00127,Surgical Supplies,Drapes & Gowns,High,Box,747,63.3,66.3,0.243,Increasing,0.91,No,1279,1021,20.2,125.3,6.5,14,VND034,3.5,4,4.0,0.5,No,0,No,No,66.4,No,11,0
SC00034398,2024-12-03,FAC0024,Ambulatory Surgery Center,Operating Room,ITEM00399,Lab Consumables,PCR Consumables,Medium,Box,82,109.3,109.1,0.1,Stable,1.04,No,8722,5144,79.8,169.6,33.0,28,VND015,3.4,27,29.3,2.7,No,1,No,Yes,52.7,No,175,0
SC00034399,2023-04-14,FAC0057,Ambulatory Surgery Center,Pre/Post-Op,ITEM00321,Implants & Prosthetics,Neurological Implants,Medium,Case,2448,2.9,2.5,0.059,Stable,0.89,No,19,22,6.4,86.4,4.9,7,VND034,3.5,4,3.8,0.1,Yes,1,No,Yes,64.9,No,71,0
SC00034400,2024-01-23,FAC0197,Outpatient Clinic,Outpatient Pharmacy,ITEM00030,Medications,Controlled Substances,Critical,Each,191,17.5,18.2,0.357,Stable,0.96,No,128,360,7.3,35.6,7.9,14,VND074,3.7,4,3.7,1.2,Yes,1,Yes,No,55.7,No,113,1
SC00034401,2024-11-08,FAC0183,Ambulatory Surgery Center,Operating Room,ITEM00182,IV & Fluids,TPN Components,Critical,Box,734,17.0,14.9,0.319,Stable,0.97,No,65,322,3.8,20.2,8.2,14,VND054,3.4,5,4.6,0.6,Yes,0,No,Yes,73.1,No,38,0
SC00034402,2024-08-13,FAC0064,Ambulatory Surgery Center,Sterile Processing,ITEM00308,IV & Fluids,Blood Products,High,Box,354,15.9,19.2,0.21,Increasing,0.94,No,409,148,25.7,276.4,6.2,3,VND031,3.9,4,3.7,0.5,Yes,3,No,Yes,64.3,No,12,0
SC00034403,2021-10-08,FAC0165,Ambulatory Surgery Center,Pre/Post-Op,ITEM00367,Medications,Oral Medications,Medium,Vial,725,26.8,26.4,0.192,Decreasing,0.99,No,1356,835,50.6,162.4,26.7,7,VND021,3.4,24,25.2,0.5,No,1,No,Yes,47.7,Yes,118,0
